grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,pen_state,pen_state_q0,pen_state_q1,pen_state_q2,pen_state_q3,samples,step
0.055981170157269264,1.0083012077256908,1.0073222707215657,1.0059532995015834,1.0124746036121792,1.0076881958746806,1.0011665312804152,1.0001875942762912,0.9988186230563066,1.0053399271669046,1.000553519429407,0.7134676575660706,0.7134676575660706,0.7134676575660706,0.7134676575660706,0.7134676575660706,1024,0
0.06714482408459874,1.0059317895482818,1.0077426197376225,1.0062980434096342,1.0051362370765273,1.0045186885731028,0.9993040925163367,1.0011196062357908,0.9996729049015731,0.99850304590019,0.9978892335682962,0.6627697169780731,0.6623013641011214,0.6625138647254334,0.6633191313529775,0.662945514054363,11264,10
0.16342848226846224,1.0003068967101953,1.004907180833961,0.9992529657834073,1.000042248423838,0.9972152739242638,0.9952430129362131,0.9998335418863485,0.9941911315759581,0.9949712188513496,0.9921656046405659,0.5063883870840071,0.5073639043909852,0.5061834302910595,0.5071029673155086,0.5049669378708211,21504,20
0.34718808346763336,0.9889105720047305,0.9973939487259424,0.9888045589668268,0.9849980085254244,0.9843330813078124,0.9842289903734279,0.9927145713781567,0.9841220400936851,0.9803153200457081,0.9796513039449377,0.4681581735610962,0.46793774577262887,0.4682518972603654,0.46826885788932143,0.46817774714157884,31744,30
0.6800656056242297,0.9599941275498726,0.9819559904506734,0.9566420403704688,0.9507215493447542,0.94983305288016,0.955325865694032,0.9772873112662698,0.9519729233926358,0.9460533265952028,0.945166076150578,0.46682619750499726,0.46686793066919874,0.4669117096476514,0.466822286889283,0.4666976846025845,41984,40
1.1798865913699015,0.8986312941659395,0.939447779688215,0.8905253991456374,0.8842524722330914,0.8794299025792104,0.8946143984573112,0.9354261545092682,0.8865127579802292,0.8802375642866996,0.8754116749556929,0.4016895741224289,0.40216252150553733,0.401264119624718,0.4014907977513722,0.40182276557282304,52224,50
1.7532318355287597,0.8009082169654833,0.8867078027000138,0.7875405068994777,0.7617137369389486,0.7653985522982079,0.797985092984611,0.8837873708419776,0.7846138959199808,0.7587958156443003,0.7624710631069572,0.2923124045133591,0.2920431923834313,0.2926611042305416,0.2917921357523907,0.2927489256720485,62464,60
2.2319874164455458,0.6799450137728856,0.8165026604712526,0.6599314728098865,0.6270082908690379,0.623655757693207,0.6774214745808425,0.8139795888698615,0.6574068854095385,0.6244857978175512,0.6211317752552399,0.25235392451286315,0.25230716552642934,0.2524587452823824,0.25224931039110715,0.2523982491591207,72704,70
2.3327248319966487,0.5760248444849766,0.7603572420957095,0.5470597082139191,0.49839312868806046,0.4954047821876417,0.5734598625326669,0.7577919156822334,0.5444952624536923,0.4958279271675609,0.49283983008371207,0.2564981997013092,0.2565326458148954,0.25644458065477005,0.25652015653463633,0.25649521469094244,82944,80
2.2687695246892914,0.4874281248106874,0.6983610201357735,0.4518700817541223,0.40082771796959954,0.39396292542115086,0.4848542852822013,0.6957870182516688,0.4492958610604087,0.39825445616167116,0.3913890691063752,0.25738396048545836,0.25740019604132636,0.2574220768485276,0.257326188485775,0.2573856392287311,93184,90
2.081871208785764,0.41569847771724006,0.650988260886061,0.3792783024848533,0.3238533426816484,0.31408283810168286,0.41317065830634225,0.6484604398847901,0.3767502718557137,0.3213251006756527,0.3115556350952066,0.2527819469571113,0.2527821057189819,0.25280306882990816,0.25282420652485366,0.2527203066750476,103424,100
